tweet,emoji,text,compound,sentiment
Can't wait.. I'll be annoying My girlfriend with this 😂,😂,Can't wait.. I'll be annoying My girlfriend with this ,-0.4019,negative
Cute ass Amra😻😻😻😻,😻😻😻😻,Cute ass Amra,-0.128,negative
"Goodluck bro, NA17 belongs to you; grab it😊.",😊,"Goodluck bro, NA17 belongs to you; grab it.",0.0,neutral
Chandler Riggs’ name wasn’t in the opening credits for the first time ever.. 💔💔💔,💔💔💔,Chandler Riggs’ name wasn’t in the opening credits for the first time ever.. ,0.3612,positive
N - Napoleon G- Guevara K-Karl Marx ... 😲😱😱😱 If u Look closely in the NGK poster 463 number is visible 🤔🤓 463 is the pa…,😲😱😱😱🤔🤓,N - Napoleon G- Guevara K-Karl Marx ...  If u Look closely in the NGK poster 463 number is visible  463 is the pa…,0.0772,positive
When you ask ARMY if they'll ever quit loving BTS. 💜 BASE LINE    https://…,💜,When you ask ARMY if they'll ever quit loving BTS.  BASE LINE    https://…,0.5994,positive
[ iHeart: Vote Rate] Tweets + RTs for Best Fan Army in the last hour (6:10pm - 7:10pm) 1. BTSARMY - 300.2K+ ↗️…,↗,[ iHeart: Vote Rate] Tweets + RTs for Best Fan Army in the last hour (6:10pm - 7:10pm) 1. BTSARMY - 300.2K+ ️…,0.7579,positive
All the best ✌💕💕💕💕,✌💕💕💕💕,All the best ,0.6369,positive
CrashTags Time!!! Please join us . . . Hosts: 🐱 💀 part of powered by,🐱💀,CrashTags Time!!! Please join us . . . Hosts:   part of powered by,0.6571,positive
hahaha I always forget that story happened. Well THANK YOU then. I still think this novel sucks tho 😂,😂,hahaha I always forget that story happened. Well THANK YOU then. I still think this novel sucks tho ,0.7997,positive
"[D5-180306] 11:00 AM KST J-Hope 'Daydream' MV {} 📈Views: 22,940,859 ⏳Next Goal: 30M 👍Likes: 2,6…",📈⏳👍,"[D5-180306] 11:00 AM KST J-Hope 'Daydream' MV {} Views: 22,940,859 Next Goal: 30M Likes: 2,6…",0.4215,positive
👏👏ing cuz we finished tracking EVERYTHING. thanks slatsoundrecording and patrick for…,👏👏,ing cuz we finished tracking EVERYTHING. thanks slatsoundrecording and patrick for…,0.4404,positive
My mom left me home alone and tells me I can call sancho over. Ha jokes on her porque ni tengo sancho 😂🙃😑,😂🙃😑,My mom left me home alone and tells me I can call sancho over. Ha jokes on her porque ni tengo sancho ,0.34,positive
This guy osman really just caught tolliver 😂😂,😂😂,This guy osman really just caught tolliver ,0.0,neutral
WISD everybody... We're lit for literacy🔥 yet still can't manage spell correctly.,🔥,WISD everybody... We're lit for literacy yet still can't manage spell correctly.,0.0,neutral
outbreak just proved that polony is trash 😷,😷,outbreak just proved that polony is trash ,0.0,neutral
🦋🔪 Butterfly Knife | Blue Steel Giveaway * Winner in 24 hours! https://t.…,🦋🔪, Butterfly Knife | Blue Steel Giveaway * Winner in 24 hours! https://t.…,0.6239,positive
Morning ❤️❤️,❤❤,Morning ️️,0.0,neutral
©The wood in winter ❄️ painted by,©❄,The wood in winter ️ painted by,0.0,neutral
"Daddy, fuck me harder 💦",💦,"Daddy, fuck me harder ",-0.5423,negative
Nope. Yemi apparently🤷🏽‍♀️,🤷🏽♀,Nope. Yemi apparently‍️,0.0,neutral
"I never chose to love you, my heart did 💘",💘,"I never chose to love you, my heart did ",-0.5216,negative
🌸ClassNSexy🌸,🌸🌸,ClassNSexy,0.0,neutral
i hate when people start typin while i’m still typin like i kno u see them dots wait ya turn 😑,😑,i hate when people start typin while i’m still typin like i kno u see them dots wait ya turn ,-0.296,negative
OMG ILYSM MANDY 😭💕,😭💕,OMG ILYSM MANDY ,0.0,neutral
If you ain’t beefing bout the money then what’s the problem?💯,💯,If you ain’t beefing bout the money then what’s the problem?,-0.4019,negative
Stop growing please 😭,😭,Stop growing please ,0.2023,positive
Taron Johnson Scouting Report ❌ On Field Awareness,❌,Taron Johnson Scouting Report  On Field Awareness,0.0,neutral
"Fetus Justin performing ""One Less Lonely Girl"" at The Next Star in 2009 😍",😍,"Fetus Justin performing ""One Less Lonely Girl"" at The Next Star in 2009 ",-0.2975,negative
[ iHeart: Vote Rate] Tweets + RTs for Best Fan Army in the last hour (2:30am - 3:30am) 1. BTSARMY - 145.6K+ ↘️…,↘,[ iHeart: Vote Rate] Tweets + RTs for Best Fan Army in the last hour (2:30am - 3:30am) 1. BTSARMY - 145.6K+ ️…,0.7579,positive
Awww so sad I'm crying I fell so bad 😭😭😭😭😢😟😓,😭😭😭😭😢😟😓,Awww so sad I'm crying I fell so bad ,-0.8898,negative
When Someone You Don’t Like Got You Fucked Up 🤣😂🤣😂 PRACTICE YOUR AIMING KIDS 👨🏻‍🔬,🤣😂🤣😂👨🏻🔬,When Someone You Don’t Like Got You Fucked Up  PRACTICE YOUR AIMING KIDS ‍,-0.4404,negative
I had their “soundtrack” in HS 🤦🏼‍♀️,🤦🏼♀,I had their “soundtrack” in HS ‍️,0.0,neutral
🙌 YASSS It's time for a great show kittykat1012:,🙌, YASSS It's time for a great show kittykat1012:,0.6249,positive
"My sister snapped me this, but I feel like it deserves to be seen by so many more 😭",😭,"My sister snapped me this, but I feel like it deserves to be seen by so many more ",0.5023,positive
It’s just tragic 😔,😔,It’s just tragic ,-0.4588,negative
HAPPY BIRTHDAY!!!! 🎁🎊🎈🎉🎂,🎁🎊🎈🎉🎂,HAPPY BIRTHDAY!!!! ,0.7067,positive
"the only meal fr yesterday &amp; today was bread, croissant &amp; iced coffee with this few hrs of sleep 😂",😂,"the only meal fr yesterday &amp; today was bread, croissant &amp; iced coffee with this few hrs of sleep ",0.0,neutral
🔥Congratulations ↪Mic Drop (Steve Aoki remix) has FINALLY joined the 200M views club!👇 ~Fire ~BS&amp;T ~DNA ~Do…,🔥↪👇,Congratulations Mic Drop (Steve Aoki remix) has FINALLY joined the 200M views club! ~Fire ~BS&amp;T ~DNA ~Do…,0.4753,positive
"🔥 See me live, Sex Chat For Free! 💥 Register now 100% Free ↴ ✪➤ ✪➤ ✪➤ http…",🔥💥," See me live, Sex Chat For Free!  Register now 100% Free ↴ ✪➤ ✪➤ ✪➤ http…",0.784,positive
While others are drawing Microsoft word on the board lets not forget about these ones 😂😂😂😂,😂😂😂😂,While others are drawing Microsoft word on the board lets not forget about these ones ,0.1695,positive
Dear the Omnibus(t) Spending Bill. 🚫 Money for Sanctuary Cities 🚫 Money for Plann…,🚫🚫,Dear the Omnibus(t) Spending Bill.  Money for Sanctuary Cities  Money for Plann…,0.3818,positive
"I fell in love with a chef, now I'm in soup😭😭",😭😭,"I fell in love with a chef, now I'm in soup",0.6369,positive
Dismally Biggie 🤣🤣🤣,🤣🤣🤣,Dismally Biggie ,0.0,neutral
🇫🇷 stranger things 🇯🇵 stranger things 🇮🇹 stranger things 🇰🇷 stranger things 🇩🇪 stranger things 🇺🇸 stranger things 🇬🇧 stran…,,🇫🇷 stranger things 🇯🇵 stranger things 🇮🇹 stranger things 🇰🇷 stranger things 🇩🇪 stranger things 🇺🇸 stranger things 🇬🇧 stran…,0.0,neutral
[✓ Lance will remember this bonding moment] [⏳Lance has to make a decision],⏳,[✓ Lance will remember this bonding moment] [Lance has to make a decision],0.0,neutral
Happy Birthday Daniyal🌺 May you have many more😊,🌺😊,Happy Birthday Daniyal May you have many more,0.5719,positive
Henny cupcakes 🤤,🤤,Henny cupcakes ,0.0,neutral
thank you so much 💘💘,💘💘,thank you so much ,0.3612,positive
Happy birthday sadie!! Love you have a great day!!💖❣️,💖❣,Happy birthday sadie!! Love you have a great day!!️,0.9345,positive
throwback to when seokjin acted all cool and serious but couldn't help smiling when he scored a nine.. he's so precious 😩…,😩,throwback to when seokjin acted all cool and serious but couldn't help smiling when he scored a nine.. he's so precious …,0.4597,positive
Could’ve been at work for 12 but I been pushing clients up bc I was mad AF I left work early yesterday... Questioning my actions 🤦🏻‍♀️,🤦🏻♀,Could’ve been at work for 12 but I been pushing clients up bc I was mad AF I left work early yesterday... Questioning my actions ‍️,-0.7096,negative
"My sister snapped me this, but I feel like it deserves to be seen by so many more 😭",😭,"My sister snapped me this, but I feel like it deserves to be seen by so many more ",0.5023,positive
Don't play hard to get Play hard to forget 😎,😎,Don't play hard to get Play hard to forget ,0.0145,neutral
Ya girl always think her period left a day early🙄🙄🙄 Foh spotty😂😂😂 sit ya lor fast ass down😂,🙄🙄🙄😂😂😂😂,Ya girl always think her period left a day early Foh spotty sit ya lor fast ass down,-0.5423,negative
"That’s what I like to hear, “EARLY 2000s BABIES” we relate to everything the 90s babies do❗️💯 tired of us being thrown with…",❗💯,"That’s what I like to hear, “EARLY 2000s BABIES” we relate to everything the 90s babies do️ tired of us being thrown with…",-0.1027,negative
💗💖 Could you be the new face of 2018? We launch global model competition  💖💗 For full details about the comp…,💗💖💖💗, Could you be the new face of 2018? We launch global model competition   For full details about the comp…,0.0,neutral
A lil selfie since I never post on here 💫,💫,A lil selfie since I never post on here ,0.0,neutral
Shoujo sparkles for the best shoujo romance of the century✨,✨,Shoujo sparkles for the best shoujo romance of the century,0.8779,positive
"21 years ago today, the Selena movie was released 🌹",🌹,"21 years ago today, the Selena movie was released ",0.0,neutral
I️ ready to see my bby 😍,😍,I️ ready to see my bby ,0.3612,positive
thankyouuuusomuch!!😍😚😚,😍😚😚,thankyouuuusomuch!!,0.0,neutral
your papi 😘,😘,your papi ,0.0,neutral
Its Hard To Do Right When Everybody Expect You To Do Wrong🤔😔,🤔😔,Its Hard To Do Right When Everybody Expect You To Do Wrong,-0.5423,negative
{PREV} 180323 EXO arriving at INC airport Cr: OXO_TH   -Admin Fatima🐙,🐙,{PREV} 180323 EXO arriving at INC airport Cr: OXO_TH   -Admin Fatima,0.0,neutral
This man is hilarious af dawg 😩😂💯,😩😂💯,This man is hilarious af dawg ,0.4019,positive
looking like it's gonna be 🔥🔥 in there,🔥🔥,looking like it's gonna be  in there,0.3612,positive
my friend Snegugu just did it 😀,😀,my friend Snegugu just did it ,0.4939,positive
love the quiff ✨,✨,love the quiff ,0.6369,positive
I'm just breathing 🤷🏽‍♀️,🤷🏽♀,I'm just breathing ‍️,0.0,neutral
"Thank you so much my dear friends,thanks for your comments,Likes and Rts😘 wishing you all have an amazing day😚 …",😘😚,"Thank you so much my dear friends,thanks for your comments,Likes and Rts wishing you all have an amazing day …",0.8768,positive
[   CONCEPT PHOTO📸,📸,[   CONCEPT PHOTO,0.0,neutral
☀️ waking up to sunlight has to be one of the best feelings☀️,☀☀,️ waking up to sunlight has to be one of the best feelings️,0.6369,positive
All I want right now is a Drone. Am I asking for much? 😪,😪,All I want right now is a Drone. Am I asking for much? ,0.0772,positive
rt for a thicc wallet this 2018 💖,💖,rt for a thicc wallet this 2018 ,0.0,neutral
🔥 12 Hours 👉 Click ✅ Like + RT + Follow ✅ Get ▶️ ◀️ ☝️ Notificati…,🔥👉✅✅▶◀☝, 12 Hours  Click  Like + RT + Follow  Get ️ ️ ️ Notificati…,0.3612,positive
there's a reason that he's on B team after all 🤷,🤷,there's a reason that he's on B team after all ,0.0,neutral
"That’s what I like to hear, “EARLY 2000s BABIES” we relate to everything the 90s babies do❗️💯 tired of us being thrown with…",❗💯,"That’s what I like to hear, “EARLY 2000s BABIES” we relate to everything the 90s babies do️ tired of us being thrown with…",-0.1027,negative
Kanye albums described by The Office 😂,😂,Kanye albums described by The Office ,0.0,neutral
I always do this😂,😂,I always do this,0.0,neutral
😏Follow me &amp; everyone who retweet it,😏,Follow me &amp; everyone who retweet it,0.0,neutral
Ily more babes ❤️,❤,Ily more babes ️,0.6597,positive
I need that I misss you sex 😩😭,😩😭,I need that I misss you sex ,0.0,neutral
Bout to be up all night doing this hw 🤦🏾‍♂️,🤦🏾♂,Bout to be up all night doing this hw ‍️,0.0,neutral
"watch over me mommy ❤️ i love you , i promise I’m going to make you proud 💯",❤💯,"watch over me mommy ️ i love you , i promise I’m going to make you proud ",0.8625,positive
These quesadillas w/ carne asada at are something else 🤤🔥,🤤🔥,These quesadillas w/ carne asada at are something else ,0.0,neutral
"Fun whale fact: their closest relatives are the even-toed ungulates, ie deer and goats and hippopotamuses. 🐋🐋🐋 …",🐋🐋🐋,"Fun whale fact: their closest relatives are the even-toed ungulates, ie deer and goats and hippopotamuses.  …",0.5106,positive
Me: hey can I borrow a pencil goth girl: what? Me: oh sorry. 🕷 𝔠𝔞𝔫 🦇 ℑ ⛓ 𝔟𝔬𝔯𝔯𝔬𝔴 🥀 𝔞 🕸 𝔭𝔢𝔫𝔠𝔦𝔩 ☠️ goth girl: 𝔰𝔲𝔯𝔢🗡,🕷🦇⛓🥀🕸☠🗡,Me: hey can I borrow a pencil goth girl: what? Me: oh sorry.  𝔠𝔞𝔫  ℑ  𝔟𝔬𝔯𝔯𝔬𝔴  𝔞  𝔭𝔢𝔫𝔠𝔦𝔩 ️ goth girl: 𝔰𝔲𝔯𝔢,-0.0772,negative
JDL x Eileen Wedding Photos 🎞,🎞,JDL x Eileen Wedding Photos ,0.0,neutral
📷 eroticvisualart: Erotic Visual Art - updated every hour!,📷, eroticvisualart: Erotic Visual Art - updated every hour!,0.0,neutral
Peace begins with a Smile 💋💋💋 Good Morning ❤ Love Royalty ❤,💋💋💋❤❤,Peace begins with a Smile  Good Morning  Love Royalty ,0.9201,positive
"If you believe these three things, there’s no place for you in Labour 👇",👇,"If you believe these three things, there’s no place for you in Labour ",-0.296,negative
😂😂😂😂 Be fast,😂😂😂😂, Be fast,0.0,neutral
the most beautiful barista ˘◡˘☕,☕,the most beautiful barista ˘◡˘,0.6361,positive
RM 180322 「Sunshine」 I really like it.. We’re currently filming 🤣🤣 We’ll quickly go to you Have a good day today !,🤣🤣,RM 180322 「Sunshine」 I really like it.. We’re currently filming  We’ll quickly go to you Have a good day today !,0.7171,positive
79¢ slushes @ sonic tomorrow.🤪,🤪,79¢ slushes @ sonic tomorrow.,0.0,neutral
"The bombs worked, no more fighting in Japan. 🏳️🏳️🏳️🏳️🏳️",🏳🏳🏳🏳🏳,"The bombs worked, no more fighting in Japan. ️️️️️",-0.6115,negative
🔥AHS: KnightStick Rider Vol: 1 🔥 Dude hit me up asking if he could come cream me out.. N I let him! Another top added t…,🔥🔥,AHS: KnightStick Rider Vol: 1  Dude hit me up asking if he could come cream me out.. N I let him! Another top added t…,0.2714,positive
I’m single &amp; my DMs are open🤪,🤪,I’m single &amp; my DMs are open,0.0,neutral
Everyone loves  ❤ Part 2,❤,Everyone loves   Part 2,0.5719,positive
"Oh yes, that round sexy ass. 😍😍😍",😍😍😍,"Oh yes, that round sexy ass. ",0.3818,positive
🌈 Falchion Knife | Fade Giveaway * Winner in 24…,🌈, Falchion Knife | Fade Giveaway * Winner in 24…,0.5859,positive
New  trailer has been revealed introducing the X-Force!!! 🔥,🔥,New  trailer has been revealed introducing the X-Force!!! ,0.0,neutral
But I love U 🦋🌹 170901 ACT lll MOTTE in MANILA,🦋🌹,But I love U  170901 ACT lll MOTTE in MANILA,0.7783,positive
"I love You Jesus I worship and adore You Just want to tell You Lord, I love You more than anything 🙏🏾❤️✨✨",🙏🏾❤✨✨,"I love You Jesus I worship and adore You Just want to tell You Lord, I love You more than anything ️",0.9382,positive
"🔥📛 FIRE EMOJI UPDATE 📛🔥  now added and  ⚠️🔌Follow our Spotify playlist, d…",🔥📛📛🔥⚠🔌," FIRE EMOJI UPDATE   now added and  ️Follow our Spotify playlist, d…",-0.4824,negative
Cheers to another year of disappointing my mom 🥂,🥂,Cheers to another year of disappointing my mom ,-0.0258,neutral
RT:  🌆 👉🚖 For Taxi 📞703-445-4450,🌆👉🚖📞,RT:    For Taxi 703-445-4450,0.0,neutral
Black moms will borrow money from their kids and when it’s time to pay back they say “ As much as I do/did for you “ 🤣🤦🏽‍♂️,🤣🤦🏽♂,Black moms will borrow money from their kids and when it’s time to pay back they say “ As much as I do/did for you “ ‍️,-0.1027,negative
🔥 100% free sex cams site 💥 Register now 100% Free !! ↴ ⚡ ⚡ ⚡ …,🔥💥⚡⚡⚡, 100% free sex cams site  Register now 100% Free !! ↴    …,0.8011,positive
Meanwhile in Saudi Arabia 😂,😂,Meanwhile in Saudi Arabia ,0.0,neutral
💙 Tweet of the day,💙, Tweet of the day,0.0,neutral
"Dude I’m sleepy, but gym time 🙄😒",🙄😒,"Dude I’m sleepy, but gym time ",0.0,neutral
Didn’t like Springsteen bitd... But I do now 🤔🤔,🤔🤔,Didn’t like Springsteen bitd... But I do now ,0.1901,positive
Lol only you Kenz 😂🤷🏽‍♀️💗,😂🤷🏽♀💗,Lol only you Kenz ‍️,0.4215,positive
Relatable 😂,😂,Relatable ,0.0,neutral
The food ain’t good UNLESS you fuckin your mouth up as you eat 🤷🏽‍♂️,🤷🏽♂,The food ain’t good UNLESS you fuckin your mouth up as you eat ‍️,0.4404,positive
Hasn’t passed anything yet. 🙄,🙄,Hasn’t passed anything yet. ,0.0,neutral
Looks like you’re ready for youngster 🤦🏻‍♂️🤣😂,🤦🏻♂🤣😂,Looks like you’re ready for youngster ‍️,0.6124,positive
Happy 2M views and counting!! 👏,👏,Happy 2M views and counting!! ,0.6467,positive
Yummy💋💋💋👅👅👅,💋💋💋👅👅👅,Yummy,0.5267,positive
SHINNING SMILE 🌸🌸,🌸🌸,SHINNING SMILE ,0.3612,positive
BOYFRIENDS notice fake friends before you do 💯🗣🗣,💯🗣🗣,BOYFRIENDS notice fake friends before you do ,0.0,neutral
"When yo facilitator says you’re glowing , but really you just high🙃🙂",🙃🙂,"When yo facilitator says you’re glowing , but really you just high",0.0,neutral
JOIN US TONIGHT for the Carlsbad Village Art Hop 🎨 Our Courtyard is 1of 3 spots in the Village with pop-up art &amp; g…,🎨,JOIN US TONIGHT for the Carlsbad Village Art Hop  Our Courtyard is 1of 3 spots in the Village with pop-up art &amp; g…,0.4466,positive
Raleigh know that decision on be hard asf New Bern😂❗️,😂❗,Raleigh know that decision on be hard asf New Bern️,-0.1027,negative
WHY IS THIS SO ACCURATE? 😂💀,😂💀,WHY IS THIS SO ACCURATE? ,0.0,neutral
Tevin said he need a girlfriend 😂😭😭 whos available ?!,😂😭😭,Tevin said he need a girlfriend  whos available ?!,0.0,neutral
It’s just weed fam 🤷🏽‍♂️,🤷🏽♂,It’s just weed fam ‍️,0.0,neutral
"The Catch in Texarkana got some good ass food, might swang on dem boys later 🤔",🤔,"The Catch in Texarkana got some good ass food, might swang on dem boys later ",-0.1531,negative
「️notice ©」️ MIC Drop Remix Music Video just surpassed 200 Million Views and it is the 7th BTS music video to have 200…,©,「️notice 」️ MIC Drop Remix Music Video just surpassed 200 Million Views and it is the 7th BTS music video to have 200…,-0.2732,negative
Good morning!🌸🌿🌸,🌸🌿🌸,Good morning!,0.4926,positive
🗣 The Wildcats are ELITE 🗣 Mood: 😤,🗣🗣😤, The Wildcats are ELITE  Mood: ,0.0,neutral
I AM HOLLERING 💀💀💀,💀💀💀,I AM HOLLERING ,0.0,neutral
The name Zambians have given God 😂,😂,The name Zambians have given God ,0.2732,positive
He tried to hold her hair so she could throw up and😩😭,😩😭,He tried to hold her hair so she could throw up and,0.0,neutral
A camera angle to keep you in suspense 🎥,🎥,A camera angle to keep you in suspense ,0.0,neutral
[!!]  is trending  on melon now 💙 after dropping a teaser image     …,💙,[!!]  is trending  on melon now  after dropping a teaser image     …,-0.3786,negative
To Gain Followers 🚩 ➊ Follow Me ➋ Retweet This ➌ Follow Everyone Who Retweet This ➍ Follow Back to All,🚩,To Gain Followers  ➊ Follow Me ➋ Retweet This ➌ Follow Everyone Who Retweet This ➍ Follow Back to All,0.5267,positive
1. Easily squashed 2. Left back (in the changing room) 3. Dangerous by Royal Deluxe 4. Is hopscotch an Olympic sport??? 😜,😜,1. Easily squashed 2. Left back (in the changing room) 3. Dangerous by Royal Deluxe 4. Is hopscotch an Olympic sport??? ,-0.3049,negative
Just because. And the opportunity arose!😎,😎,Just because. And the opportunity arose!,0.4753,positive
Follow me I’m new here(2)😄,😄,Follow me I’m new here(2),0.0,neutral
Left or right? 😈😈 Retweet’s appreciated...,😈😈,Left or right?  Retweet’s appreciated...,0.0,neutral
Proof that dogs rescue you right back ❤️,❤,Proof that dogs rescue you right back ️,0.5106,positive
I just want to thank god for all the blessings he keeps giving me 🙏🏾,🙏🏾,I just want to thank god for all the blessings he keeps giving me ,0.8689,positive
"Oh guys, thanks for the compliment 😚😚 But I just write code and somehow it do…",😚😚,"Oh guys, thanks for the compliment  But I just write code and somehow it do…",0.4588,positive
My fav giant came to our show in Oklahoma last night and brought my other fav giant 🥝🥝  …,🥝🥝,My fav giant came to our show in Oklahoma last night and brought my other fav giant   …,0.7184,positive
📝📝 Barz Alert 📝📝 King Los at it again with his ridiculous dope Freestyles. 🔥🔥🔥🔥🔥,📝📝📝📝🔥🔥🔥🔥🔥, Barz Alert  King Los at it again with his ridiculous dope Freestyles. ,-0.0,neutral
"I want to learn piano do bad , so I can sing and play my heart out 😭🤦🏽‍♀️",😭🤦🏽♀,"I want to learn piano do bad , so I can sing and play my heart out ‍️",-0.2023,negative
Worth the faint I hope 😁,😁,Worth the faint I hope ,0.5859,positive
jeongguk in yellow truly makes him look like an actual baby 💛💫,💛💫,jeongguk in yellow truly makes him look like an actual baby ,0.6597,positive
Dowd just bailed so...delete? Apology? Retraction? 😹,😹,Dowd just bailed so...delete? Apology? Retraction? ,0.1877,positive
💋Getting ready for the beach thanks to 💗,💋💗,Getting ready for the beach thanks to ,0.6597,positive
"That’s what I like to hear, “EARLY 2000s BABIES” we relate to everything the 90s babies do❗️💯 tired of us being thrown with…",❗💯,"That’s what I like to hear, “EARLY 2000s BABIES” we relate to everything the 90s babies do️ tired of us being thrown with…",-0.1027,negative
mfs is not as innocent as they claim😂💀,😂💀,mfs is not as innocent as they claim,-0.2584,negative
RT 4 ur chance to WIN a signed bottle of  CLICK on link to see Fluffy get set on 🔥😳 …,🔥😳,RT 4 ur chance to WIN a signed bottle of  CLICK on link to see Fluffy get set on  …,0.7603,positive
Lando is my blooda and I'LL whack you over him 🤧🤘🏾🖤,🤧🤘🏾🖤,Lando is my blooda and I'LL whack you over him ,0.0,neutral
This man has got The Wright show on strings 😭,😭,This man has got The Wright show on strings ,0.0,neutral
We’re obsessed with eating greens in the morning 🌱💪,🌱💪,We’re obsessed with eating greens in the morning ,-0.1779,negative
Our contribution to  📃 Long-term survival in ALK➕  ➡ A case report,📃➕➡,Our contribution to   Long-term survival in ALK   A case report,0.0,neutral
He tried to hold her hair so she could throw up and😩😭,😩😭,He tried to hold her hair so she could throw up and,0.0,neutral
"💕 I have learned that just because two people argue, doesn’t mean they don’t love eachother. And just beca…",💕," I have learned that just because two people argue, doesn’t mean they don’t love eachother. And just beca…",0.4215,positive
📊  stats update for Favorite Breakout Artist:  - 3.18M FavBreakoutArtistCamilaCabello -…,📊,  stats update for Favorite Breakout Artist:  - 3.18M FavBreakoutArtistCamilaCabello -…,0.4588,positive
Omg it was “Crazy Hair Day” at my cousins school and she wore this 😂,😂,Omg it was “Crazy Hair Day” at my cousins school and she wore this ,0.0,neutral
I ain’t a snitch but.... 🤷🏾‍♀️ Mothers Real Name : Briana Lofton Mothers FB Name : Bree Bhadd CPS Number (919)212-7000…,🤷🏾♀,I ain’t a snitch but.... ‍️ Mothers Real Name : Briana Lofton Mothers FB Name : Bree Bhadd CPS Number (919)212-7000…,0.0772,positive
Congratulations to everyone involved!! 💫🚀🧔🌟,💫🚀🧔🌟,Congratulations to everyone involved!! ,0.6688,positive
🔥 Live_Sex 🔥 🔥➤,🔥🔥🔥, Live_Sex  ➤,0.0,neutral
"Back in stock 🚨🚨 Crocs Unisex Offroad Sport RT Xtra Clog Mule Size US 9 (42.5) Price 15,000",🚨🚨,"Back in stock  Crocs Unisex Offroad Sport RT Xtra Clog Mule Size US 9 (42.5) Price 15,000",0.0,neutral
Good luck you’ll do amazing 🙌🏼😀😀,🙌🏼😀😀,Good luck you’ll do amazing ,0.8658,positive
and spend the day with your world🌎,🌎,and spend the day with your world,0.0,neutral
OMG EXO-LS PLS HELP ME GET 500 RTS &amp; 250 FAVS BEFORE 04/07 FOR EXO HOLOGRAM KEYRING!! 😱😭 Pls help your co-fam…,😱😭,OMG EXO-LS PLS HELP ME GET 500 RTS &amp; 250 FAVS BEFORE 04/07 FOR EXO HOLOGRAM KEYRING!!  Pls help your co-fam…,0.8422,positive
"*Peggy, this is my choice..*😭",😭,"*Peggy, this is my choice..*",0.0,neutral
'Soy boy chav cracka college student' I have searched so long to know my true identity. Now I am complete. 😭😭😭,😭😭😭,'Soy boy chav cracka college student' I have searched so long to know my true identity. Now I am complete. ,0.4215,positive
Donny and kisses 😍😍😍,😍😍😍,Donny and kisses ,0.5106,positive
For real whenever you post a pic or vid smiling it makes me smile so keep doing it 💞,💞,For real whenever you post a pic or vid smiling it makes me smile so keep doing it ,0.6705,positive
some of y’all need to read this 💀💀💀,💀💀💀,some of y’all need to read this ,0.0,neutral
&amp; 😭😭😭❤️❤️❤️. Name a more iconic duo.,😭😭😭❤❤❤,&amp; ️️️. Name a more iconic duo.,0.0,neutral
Before the shot Hanes shirt after the shot yeezy🤦🏾‍♂️,🤦🏾♂,Before the shot Hanes shirt after the shot yeezy‍️,0.0,neutral
His friend from the school said that nobody would tell him happy birthday because of his illness 😞 Today he's 11 years…,😞,His friend from the school said that nobody would tell him happy birthday because of his illness  Today he's 11 years…,0.6369,positive
An icon 😍,😍,An icon ,0.0,neutral
Thanks PLDT 💙💙💙,💙💙💙,Thanks PLDT ,0.4404,positive
We are going to talk about our second inspiring woman ✨ Guess who? 🔮,✨🔮,We are going to talk about our second inspiring woman  Guess who? ,0.4215,positive
Oh my 😩,😩,Oh my ,0.0,neutral
LMAO They Lit Asf..✨🔥,✨🔥,LMAO They Lit Asf..,0.6841,positive
Win 🏆 ★ Gut Knife | Crimson Web ⏱️ in 48hr! -Go -RT&amp;Like⌛️,🏆⏱⌛,Win  ★ Gut Knife | Crimson Web ️ in 48hr! -Go -RT&amp;Like️,0.6239,positive
Can’t wait to get drunk and make terrible decisions tomorrow with the girls 🍷❤️,🍷❤,Can’t wait to get drunk and make terrible decisions tomorrow with the girls ️,-0.6705,negative
My favorite part of this entire conversation is the “way too much but ok” response 😂,😂,My favorite part of this entire conversation is the “way too much but ok” response ,0.25,positive
I miss my boyfriend ☹️,☹,I miss my boyfriend ️,-0.1531,negative
He tried to hold her hair so she could throw up and😩😭,😩😭,He tried to hold her hair so she could throw up and,0.0,neutral
Zhangjing vocal is no joke !! His voice literally saves my life💓💓💓😭,💓💓💓😭,Zhangjing vocal is no joke !! His voice literally saves my life,0.0,neutral
B E S T 😂 And I do that all the time,😂,B E S T  And I do that all the time,0.0,neutral
Females with yeast infections taste like buttered tortillas 🤤,🤤,Females with yeast infections taste like buttered tortillas ,0.3612,positive
"💥BOOM💥 love emails like this! The drive, the motivation, the rush to succeed and truly give it all!!! …",💥💥,"BOOM love emails like this! The drive, the motivation, the rush to succeed and truly give it all!!! …",0.9466,positive
“ this vine funny as shit for no reason 😂😂😂 ”,😂😂😂,“ this vine funny as shit for no reason  ”,-0.4404,negative
